age,educ,logearn
66,4,7.8240461
52,5,7.6104717
41,1,5.857933
37,4,7.967145
37,4,7.7848229
30,5,6.9077554
25,4,7.967145
25,4,7.0508509
33,2,7.456316
57,5,7.967145
45,5,7.2739944
33,5,7.4500794
32,5,7.2050037
32,5,6.9638424
29,5,7.130899
34,5,7.5363641
25,4,7.5616417
25,4,6.5510802
34,1,5.9914646
29,5,6.64539
32,5,6.9454942
28,4,6.9077554
26,4,6.9077554
28,4,6.9077554
28,5,7.3382382
30,5,7.3132205
23,4,6.6012301
30,5,7.6520705
37,5,7.8980398
62,5,7.967145
69,5,7.4558768
33,4,6.5930448
28,5,7.4782996
40,2,6.6846118
34,5,7.0508509
51,5,6.9631901
23,2,6.0867748
22,3,5.9135032
51,2,6.8883276
40,3,5.4161005
25,2,6.0700216
52,5,7.967145
43,2,6.6592941
21,2,5.2983174
73,5,7.5616417
34,3,7.0166097
43,1,5.8468723
21,3,5.5164485
28,3,7.0508509
51,5,7.967145
54,2,6.7219677
44,1,5.8923345
45,2,7.2050037
35,4,7.0996394
35,4,6.6200733
41,2,7.130899
23,1,4.3307333
63,4,5.3045478
48,2,6.9810057
23,3,6.1737862
45,4,7.7844734
31,2,5.9094405
52,2,6.3969297
22,4,7.8085384
37,2,7.5616779
65,2,6.5118494
47,2,5.9506426
53,3,6.6933236
55,5,7.967145
51,5,7.8981509
23,4,6.4222398
25,4,6.7406964
25,3,6.1737862
58,1,6.49224
57,2,6.251904
63,2,6.251904
36,4,5.4094114
61,3,6.9638424
52,3,4.7482309
55,3,6.1092477
30,5,7.2739944
63,3,7.4558768
24,3,5.8348107
36,2,5.8406415
21,2,7.0255384
36,2,6.6592941
66,4,7.8240461
26,4,6.4530106
52,3,7.0664668
49,2,7.130899
44,3,7.0900769
39,2,5.768321
51,4,7.7844734
58,2,6.3279366
31,2,5.0751739
34,1,6.4769726
57,3,6.252347
32,2,5.9914646
35,2,6.363028
62,2,7.3385372
30,5,6.8483238
42,3,5.1647859
55,4,6.6450911
22,2,5.7037826
57,3,5.5984221
61,4,6.2146082
66,3,6.9211254
70,4,7.7437034
45,1,6.6450911
46,1,6.7627296
41,4,7.8617849
49,2,7.2048926
45,2,6.1737862
26,2,6.0473723
55,2,7.130899
28,1,6.1753683
23,2,5.7776523
69,5,7.5616417
26,3,6.8023949
54,4,6.7334018
63,2,7.2463679
29,2,6.4297194
59,2,6.7627296
64,2,6.3279366
47,4,7.7844734
46,3,6.7615728
67,3,5.6347895
54,4,7.2737865
46,4,7.2331738
69,3,5.9694743
63,1,7.967145
51,2,6.1202974
35,2,5.4380794
66,4,7.8240461
46,2,7.488853
59,2,5.4161005
52,3,6.1092477
27,4,7.130899
35,4,7.0508509
48,4,6.8167357
47,5,7.3987861
67,5,7.0508509
50,2,5.9506426
66,5,4.7449322
66,3,6.9077554
23,2,6.0867748
21,2,6.6846118
35,2,7.130899
33,2,7.3132205
26,4,6.3969297
42,4,6.3561077
35,1,6.2146082
23,3,6.6592941
21,2,5.2983174
37,3,6.9268026
60,4,7.0501227
44,4,7.2048926
44,2,7.2048926
22,2,5.9610052
33,2,5.6733232
33,4,6.6846118
58,2,7.967145
58,2,7.967145
64,3,5.5367041
36,3,6.3969297
39,1,5.8289456
39,4,6.64539
43,3,6.075346
44,4,7.8617272
66,5,7.967145
24,2,6.3225651
37,4,7.3991594
52,1,6.2146082
68,2,5.9687076
25,2,5.7868972
36,3,5.7037826
54,2,5.7037826
40,4,6.2146082
26,2,5.7868972
43,3,7.488853
40,3,5.233779
68,5,6.6450911
27,1,6.2146082
31,3,6.3969297
43,4,7.2331738
33,2,6.4222398
50,3,6.5510802
70,2,5.9914646
54,2,7.130899
58,3,6.8277049
34,5,6.4769726
41,2,6.7631688
67,5,7.967145
54,2,7.7440023
39,1,6.868526
55,3,6.6450911
59,4,7.58148
57,1,6.6200733
58,4,6.5117455
31,2,7.8632669
52,5,6.9669671
54,4,7.260572
46,2,6.868526
57,3,7.0900769
59,3,6.5220928
53,2,6.6564307
44,4,6.1829109
23,3,6.8134446
49,3,6.64539
51,3,7.4067106
42,3,7.5616779
48,2,7.2048926
56,5,6.6846118
57,5,6.9810057
58,3,7.4000096
59,2,6.8057227
30,4,7.0673795
25,3,7.7595077
35,3,6.9077554
22,3,6.2065759
60,5,7.1231732
25,4,7.3259587
25,4,5.7838254
38,3,6.4769726
23,2,6.3969297
56,3,6.7334018
39,2,7.5616417
47,1,6.3969297
45,1,5.857933
22,3,5.8435445
26,2,5.9661469
50,3,6.1737862
35,3,6.568078
36,3,6.5117455
48,2,6.568078
55,5,7.5812097
25,3,6.253829
35,3,6.1737862
35,4,6.7452364
29,3,6.6651869
53,3,7.4770384
23,4,6.9939332
29,3,5.9914646
27,4,6.6933236
58,4,7.130899
41,4,7.7440023
47,5,7.5616779
49,4,7.2605224
48,4,6.9631901
31,4,7.2737865
50,4,7.6103578
40,5,6.868526
37,2,6.7627296
31,4,6.6933236
53,4,7.4024515
23,4,7.4223738
30,3,7.3385372
35,4,6.6933236
30,3,6.669498
58,3,5.9269261
56,4,6.253829
60,4,7.967145
64,2,6.6333184
66,3,5.4434996
36,3,7.2050037
67,3,5.9269261
49,4,6.3153582
61,3,5.8289456
38,5,7.967145
63,3,7.5716281
34,3,6.0684257
22,3,5.2755604
46,2,7.5390272
52,3,7.5616779
46,2,7.5616779
45,1,6.5366917
49,3,7.2739944
54,3,6.7627296
52,2,6.9631901
61,3,6.251904
42,2,6.4967752
46,4,6.3153582
34,3,7.0996394
54,2,6.1737862
25,4,6.6450911
47,5,7.967145
65,2,5.7474804
32,4,7.2737865
43,3,7.3873253
21,2,5.2983174
33,4,7.3385372
38,5,7.5616417
75,5,7.0501227
47,2,7.0836396
44,3,6.5117455
52,2,6.4222398
29,2,6.4377518
58,3,7.9655457
57,4,7.967145
22,3,5.2983174
26,2,6.3969297
61,2,6.7334018
71,2,3.8607297
61,2,7.7213488
24,4,6.5220928
58,2,6.6488032
32,4,5.6954141
56,2,6.0402546
65,3,6.6846118
32,2,7.3632288
50,4,6.6333184
52,4,7.2605224
32,5,6.9847164
60,2,6.868526
26,3,6.0832686
24,2,6.9077554
52,3,6.1737862
29,4,6.9077554
57,2,7.2737865
40,2,6.5366917
43,2,5.8464389
42,4,7.3711748
35,2,6.1092477
48,4,6.9995594
31,1,5.9914646
40,4,6.9226437
30,3,5.9914646
41,5,6.9995594
39,2,6.5792513
28,2,6.5510802
57,2,6.3969297
62,4,6.5118494
33,1,5.6954141
56,3,6.8276291
44,5,6.923018
54,3,6.5117455
53,3,6.3099184
53,3,7.4250598
21,2,6.0867748
26,2,6.49224
47,4,7.456316
35,5,6.6450911
40,4,6.9226437
71,5,5.7037826
34,3,7.3382382
64,5,7.0508509
32,1,5.9401712
27,2,6.9565454
47,2,7.3395376
55,3,5.9914646
34,2,6.4904199
28,3,6.3099184
29,4,6.1753683
40,2,6.9622436
48,4,6.6941781
55,4,6.3099184
64,5,7.3991594
28,3,6.868526
33,3,6.7406964
36,4,7.456316
34,2,6.6200733
50,2,7.1340938
62,2,6.363028
34,3,6.4904199
25,4,6.9454942
38,4,6.9077554
68,5,7.1760173
28,3,5.8377304
25,3,6.1345472
47,2,7.0210838
40,3,6.2915692
28,5,6.6450911
47,4,6.9638424
57,4,6.9077554
64,3,7.5616779
53,1,6.2146082
60,3,6.7764158
36,4,7.7437034
38,2,4.6890516
45,2,7.0210838
24,3,6.6450911
33,2,5.4161005
57,4,7.780817
35,3,7.2048926
41,3,7.2737865
45,2,6.4979057
51,2,6.6544747
47,2,6.253829
41,2,6.779922
34,3,7.3382382
41,3,7.0210838
69,4,4.4426513
42,3,7.2050037
54,3,6.5395861
31,4,6.868526
34,2,6.6846118
29,3,6.7093043
34,4,5.9914646
64,4,6.1092477
53,4,7.7848229
26,4,6.9077554
26,4,6.9077554
40,4,7.2739944
47,4,7.5616417
56,4,6.9638424
38,3,6.7177081
55,3,6.7753663
55,3,7.4558768
22,3,6.4769726
61,4,7.3385372
25,1,4.7874918
54,2,6.9638424
49,4,7.130899
74,2,7.5453897
59,5,6.868526
51,3,7.9669337
46,3,6.9275579
43,4,6.868526
27,3,6.3577037
21,3,5.2470241
22,3,4.3174882
45,3,7.2050037
42,4,7.3632288
56,3,7.130899
43,5,6.4769726
29,2,6.9268026
34,2,5.6629605
47,3,7.7186856
30,3,6.0867748
37,2,4.9698133
29,2,6.3279366
50,3,6.49224
45,5,7.2737865
57,2,7.0501227
28,4,7.130899
48,4,7.2872391
58,3,6.9638424
39,3,7.4770384
50,2,6.3969297
45,4,7.21524
44,3,7.967145
39,2,6.4720373
57,2,6.9631901
50,3,6.2298708
46,3,6.64539
62,3,7.8240461
49,2,6.779922
44,3,6.779922
30,5,7.2050037
28,2,6.1737862
31,1,6.1737862
34,2,6.5792513
44,1,5.6237288
52,3,6.9025416
64,2,6.7753663
48,2,6.3099184
55,3,7.6750073
53,1,6.6846118
57,3,7.0508509
58,1,7.4383836
46,1,6.779922
51,2,6.779922
49,3,7.2048926
41,5,6.9631901
46,4,6.363028
46,2,6.9275579
30,2,6.6688633
26,1,5.9914646
55,2,6.3561077
51,2,6.9631901
59,3,6.9994226
21,3,6.2915692
48,4,7.5616417
54,1,5.9348941
46,3,7.4558768
39,4,6.9994226
58,1,5.9269261
48,2,6.0402546
25,1,5.9914646
36,5,7.009409
52,2,7.2048926
28,4,6.64539
62,2,5.5412636
59,3,6.7165947
39,1,6.2045579
54,2,7.3839893
48,3,6.5674176
44,3,7.21524
29,2,7.1079168
47,2,6.7452364
22,3,4.9305816
46,2,7.5616779
58,2,6.2146082
21,3,5.3936276
35,5,7.0996394
56,5,6.9314718
36,3,5.1647859
68,3,6.1484685
55,3,6.5792513
30,2,6.3168759
28,3,7.4558768
26,4,5.7037826
57,2,6.6592941
34,3,6.9102521
62,3,5.3375382
59,3,6.9994226
44,3,5.1647859
52,4,7.58148
31,3,6.8977051
34,1,5.900938
25,1,5.0434251
59,3,7.3873253
55,2,6.5220928
56,3,7.0508509
57,1,7.1157446
59,3,6.1944056
52,3,6.856462
22,3,6.1737862
46,5,6.4530106
57,3,6.6592941
50,1,7.0900769
45,4,7.0169506
61,2,7.0501227
53,3,6.7263775
24,4,5.9914646
38,4,7.0934048
52,3,7.3264656
51,2,6.253829
35,3,6.3577037
26,2,5.7313976
32,2,7.5587773
64,2,6.3969297
56,2,4.8182635
52,2,5.8607864
51,2,6.1944056
33,5,7.2977142
47,5,6.2146082
69,2,6.1433268
43,4,7.8240461
54,4,7.7437034
64,4,7.8981509
33,5,7.8240461
61,3,6.3787656
50,2,6.1092477
52,5,7.967145
43,4,7.8580723
42,5,6.6700816
55,2,6.9077554
35,4,7.3385372
52,5,7.967145
49,2,6.9025416
67,5,7.967145
24,2,5.9914646
35,2,6.4997869
43,2,5.857933
73,2,5.1532917
34,2,7.8981509
25,3,6.8023949
42,4,6.9641356
31,3,6.1737862
48,5,7.6569896
38,2,6.64539
43,3,6.2146082
37,4,7.456316
64,4,7.377759
46,5,7.2048926
58,2,7.0673795
49,5,7.6569896
38,1,6.0867748
65,3,7.0535855
34,2,6.8023949
28,3,6.2833877
59,5,7.967145
62,5,7.967145
44,2,7.0508509
22,3,5.9914646
58,1,6.7153835
29,5,7.5414762
60,2,6.3969297
54,3,7.2331738
39,5,7.7014399
61,5,7.967145
58,2,6.3969297
40,2,6.6846118
60,4,6.4769726
46,3,7.2327332
54,5,7.5812097
51,2,6.9025416
31,2,6.5118494
55,2,6.8916259
50,2,6.9077554
41,2,7.2424402
26,5,6.7631688
27,5,7.967145
23,4,7.3258076
22,4,6.8679743
27,3,6.8679743
55,2,7.1796889
30,4,7.2424402
69,2,6.7044144
51,1,6.8277049
22,2,3.9120231
41,2,6.937314
41,1,6.9077554
30,2,6.2146082
49,4,7.6103578
44,4,7.2442274
58,4,6.6450911
42,4,7.3382382
32,3,6.8021727
57,3,6.8617115
36,5,4.8362818
50,3,6.8883276
47,2,6.880528
53,5,7.3132205
61,2,6.49224
54,4,5.4026775
47,4,7.3211884
54,2,6.9885979
26,3,6.6176033
49,5,7.0508509
44,5,6.9995594
45,4,6.6941781
38,2,6.6846118
34,3,7.5103869
57,5,7.6255951
46,4,7.5812097
54,4,7.6568103
59,2,7.456316
56,5,7.967145
36,3,5.521461
49,3,6.4216223
44,5,7.4207883
64,3,5.6645565
38,3,6.4769726
37,5,6.8023949
27,3,7.3395376
41,2,6.2146082
40,4,5.9148536
29,4,7.0030656
62,3,5.724402
40,4,6.7627296
31,1,5.9914646
43,3,7.4224157
39,3,7.1546154
57,3,6.3801227
41,3,6.856462
56,2,7.6009026
32,3,5.9558372
37,4,7.7832241
49,2,5.8861041
42,2,6.1737862
55,2,6.4216223
49,4,7.3987861
51,2,7.4500794
48,4,5.9914646
43,2,6.2146082
31,4,6.7627296
48,2,6.182085
48,2,6.937314
22,2,5.9914646
33,3,6.6846118
55,2,6.6115031
28,4,7.2050037
38,2,5.31812
40,3,5.358942
64,2,5.1929569
56,2,6.1944056
23,2,5.7037826
63,3,7.21524
70,3,6.7044144
54,3,7.9669337
40,4,6.6450911
50,2,7.0900769
70,3,6.2146082
57,4,3.4657359
48,2,7.6381984
33,3,6.9469762
30,4,6.6200733
50,2,7.0086861
46,3,7.0387836
56,2,6.4614682
34,2,6.779922
47,5,7.7523007
69,3,6.2633982
36,3,7.1760173
22,4,7.0475173
26,3,6.6846118
37,5,7.6568103
62,3,6.9818602
66,3,6.64539
26,2,6.0161572
40,2,6.7940264
42,2,6.9077554
39,4,7.3873253
38,3,7.0508509
52,1,6.2915692
33,2,6.5220928
37,2,6.3969297
42,2,6.9493771
36,4,7.8240461
56,2,6.4614682
32,2,6.6795993
37,3,6.905252
49,3,7.1535993
39,5,7.8981509
42,3,7.7440023
26,2,6.1737862
57,3,7.2737865
21,3,6.1737862
38,3,6.8023949
68,4,6.5400195
66,4,6.9454942
24,2,5.9839363
28,3,6.8956828
48,5,6.5395861
40,1,6.2146082
22,3,4.8362818
38,3,6.0487895
63,3,6.1047931
52,3,7.2331738
56,2,7.1024909
28,3,6.9809127
37,4,7.0508509
65,4,7.5616779
23,3,6.218102
25,3,6.025866
43,4,7.967145
54,1,6.3969297
58,2,7.111104
54,4,7.0900769
22,2,5.8066397
35,2,6.6463904
23,2,6.2146082
38,2,7.6162834
24,2,6.8530879
60,1,7.967145
42,2,7.3132205
30,3,6.253829
54,2,7.2442274
25,2,6.253829
50,3,7.5616779
44,3,6.3969297
21,2,6.2146082
54,3,6.6039438
38,3,7.7656455
27,3,6.3969297
43,2,5.2983174
47,3,5.768321
33,2,5.9914646
62,2,5.9401712
32,2,6.253829
54,4,7.5208578
45,3,7.456316
65,5,6.9279499
49,3,7.130899
50,4,7.0501227
64,2,7.9669337
27,4,6.7631688
37,3,6.1737862
31,1,5.9914646
49,3,6.3577037
37,3,6.64539
32,5,7.967145
42,4,7.130899
31,3,6.3279366
64,5,7.9669337
48,5,7.0501227
32,4,6.8483238
44,4,7.7012
24,2,6.8351846
33,2,6.0867748
34,4,7.2050037
57,2,6.64539
50,2,6.4738908
57,2,7.2737865
46,2,5.9814143
32,2,5.95223
33,3,7.0836396
46,4,7.2050037
45,4,6.4828625
40,2,6.0282784
63,3,7.0184016
32,5,6.7631688
50,3,6.9638424
41,3,6.9772816
57,3,6.6338444
41,2,7.0647593
62,2,6.3969297
55,4,6.6846118
43,2,6.0867748
47,2,7.8980398
41,2,6.3969297
35,2,7.0561752
64,4,6.4710317
55,3,6.868526
47,2,6.856462
50,4,6.868526
74,5,7.4224157
62,2,3.831897
61,4,7.6009026
26,2,6.3902407
49,3,6.3969297
22,2,5.5412636
59,3,6.5510802
53,4,7.9373746
31,3,6.868526
53,1,7.130899
22,1,5.8289456
23,2,6.3279366
55,3,6.7334018
21,2,6.3279366
24,3,6.1737862
51,2,6.572814
21,3,6.218102
23,2,6.2915692
33,3,6.5117455
33,2,7.2499256
64,3,7.0085053
30,5,6.1753683
29,3,6.1092477
62,4,7.0833879
28,3,6.7292624
30,2,6.5510802
28,3,6.3716121
28,2,5.9914646
51,4,6.5400195
61,2,7.3991594
21,3,6.1312265
63,5,7.0836396
67,2,5.4413781
65,2,7.629004
29,2,5.2729998
68,4,5.4380794
59,2,6.2146082
38,5,7.7832241
34,3,7.3991594
45,3,6.9631901
29,4,6.537271
34,5,6.6200733
60,5,7.9669337
52,3,5.9506426
36,3,7.3385372
46,4,6.6012301
28,5,7.2739944
36,4,6.6012301
58,5,7.6569896
52,3,6.2915692
38,2,6.3577037
56,4,5.8468723
45,4,6.7631688
45,4,6.5220928
30,3,6.5940852
27,1,5.8861041
26,2,7.0030656
55,3,6.6066504
57,2,6.868526
23,2,6.49224
42,2,6.7334018
33,5,7.130899
60,1,6.9994226
29,3,6.5792513
31,2,6.6463904
35,4,7.2327332
49,3,6.5908504
59,2,6.6846118
43,2,6.3279366
60,2,6.6450911
26,3,5.8861041
57,2,6.8966942
59,2,7.1416092
21,3,6.5510802
24,4,6.4828625
52,3,6.0282784
49,5,6.3168759
43,3,6.8879504
40,3,6.6450911
49,5,6.9077554
33,5,6.6353297
48,3,7.2739944
29,4,6.2225761
44,1,6.2146082
48,2,7.0501227
37,3,6.868526
34,2,6.49224
63,3,7.4558768
31,5,7.8240461
54,3,6.877296
28,4,6.5279579
69,4,6.9638424
43,4,6.8669333
32,3,7.0508509
30,3,5.2182455
26,4,6.3577037
31,3,7.7014399
57,2,6.6846118
32,4,6.6200733
59,2,5.8861041
66,3,7.6293392
48,4,7.1701198
64,4,5.95223
45,2,6.1092477
43,3,5.373425
45,1,6.2025356
33,2,6.253829
59,4,7.967145
44,3,7.0900769
29,4,7.2739944
32,4,6.1753683
49,2,7.9193563
53,1,5.8954492
54,1,5.857933
35,1,5.9914646
40,1,5.9914646
22,3,6.9077554
50,3,7.3385372
42,5,7.0508509
26,3,6.6200733
61,3,7.2739944
30,2,7.8240461
51,4,7.495542
26,3,7.377759
44,5,7.1641788
26,3,7.467371
25,2,6.1345472
56,2,6.253829
44,4,7.7012
65,1,6.3279366
54,2,7.21524
38,4,7.7437034
42,3,6.1737862
64,5,7.5616779
34,4,7.7440023
56,4,7.967145
51,5,7.967145
53,5,7.2793188
42,4,7.6568103
30,2,5.7868972
50,4,7.0508509
37,2,6.8883276
33,2,7.7591872
66,3,6.1303782
46,4,6.7855878
24,2,6.4855509
25,3,6.3279366
47,4,7.0561752
34,2,6.3577037
29,2,6.8023949
63,2,6.6846118
24,3,6.9077554
34,4,6.6200733
28,2,5.9989367
55,1,6.1753683
68,2,6.3969297
51,3,7.377759
23,3,5.9506426
71,1,6.1737862
71,3,5.480639
31,3,6.3561077
26,3,6.954639
24,3,5.9914646
24,3,6.4855509
47,4,6.7855878
36,2,7.2605224
57,2,7.1546154
36,3,7.9193563
30,4,5.2149358
52,4,7.7437034
52,4,7.2050037
54,1,6.1092477
66,1,6.1737862
32,5,7.967145
44,2,6.4216223
36,3,7.130899
60,2,6.9607272
53,3,6.5118494
59,2,6.1737862
41,4,7.7437034
67,4,7.3385372
31,3,6.3168759
60,4,7.1754899
32,4,7.8240461
52,5,5.521461
37,3,7.456316
49,3,7.7848229
57,3,6.3561077
40,2,6.869534
50,3,6.6933236
56,2,7.130899
45,5,6.9077554
48,4,7.495542
54,1,7.2050037
37,4,7.0501227
62,4,7.5616417
44,2,6.5117455
70,4,7.5616779
33,5,7.967145
47,5,7.1754899
61,2,7.1106963
32,5,7.967145
71,3,5.6167712
70,3,7.130899
50,2,7.456316
40,2,5.521461
22,1,6.3099184
42,1,6.0520892
43,2,6.5940852
28,4,5.9648638
24,3,5.3327188
70,5,7.967145
61,5,7.1760173
21,3,6.49224
50,4,7.967145
54,3,7.456316
54,5,6.8783264
63,4,7.5616417
34,2,7.2751722
34,1,7.9669337
35,1,7.9669337
48,3,6.868526
60,2,7.377759
46,4,7.5208578
33,3,5.9914646
24,3,5.7990928
25,3,6.0210233
68,5,6.3279366
36,3,6.9077554
44,3,7.2191882
39,3,5.7990928
31,2,6.7238326
68,5,7.8240461
63,4,5.9401712
56,1,5.9914646
52,2,7.0900769
60,3,6.5220928
62,3,7.3385372
40,4,6.8277049
38,3,7.0900769
40,4,6.9847164
34,4,7.3550019
46,1,6.0520892
63,4,6.4707994
31,1,7.377759
58,2,5.8861041
35,5,7.3385372
44,3,6.9638424
22,2,5.5451775
47,3,7.0900769
55,3,7.3385372
34,5,6.8277049
54,4,7.377759
58,3,5.8861041
60,1,5.4413781
45,1,5.8861041
48,1,5.9757161
49,3,6.0684257
41,3,5.6237288
25,4,6.1312265
26,4,6.0306854
29,3,6.363028
50,2,6.6846118
23,3,6.9077554
30,4,6.9077554
27,4,6.669498
43,4,7.7437034
43,4,6.1527328
55,2,6.5510802
30,2,5.7037826
38,2,5.7037826
35,3,7.0030656
28,2,6.779922
36,1,7.3132205
34,4,7.8240461
26,5,7.5616417
44,4,7.967145
49,2,6.2146082
51,5,6.7850227
65,4,6.5666723
31,3,7.1461658
65,5,6.4297194
35,3,7.3524413
27,3,6.5510802
24,4,6.7631688
25,2,6.5118494
59,5,7.967145
51,3,6.7334018
30,3,6.0867748
40,2,6.9099526
30,3,7.3524413
25,2,6.779922
50,2,7.130899
29,5,7.0508509
49,1,6.5147128
57,3,7.967145
36,2,6.6200733
60,1,7.3385372
61,5,7.7437034
35,4,6.5624442
29,4,7.967145
41,4,7.967145
40,4,6.3577037
31,4,6.5759125
55,3,7.456316
26,4,6.5117455
25,4,7.3550019
44,2,7.5616779
28,1,6.64539
54,5,7.9263244
58,4,6.5666723
47,4,7.967145
43,4,7.2331738
55,2,6.9077554
41,3,6.6463904
22,4,4.882802
28,5,6.1753683
53,5,7.967145
53,4,7.1754899
51,4,7.6009026
58,3,7.130899
28,5,7.3550019
62,5,6.4614682
49,2,6.4710317
40,3,4.6051702
30,2,4.0943446
56,4,7.2327332
41,4,7.967145
59,4,7.3991594
58,4,7.456316
49,4,6.8669333
44,5,7.967145
69,3,6.1737862
65,3,7.130899
25,2,5.9914646
47,3,7.130899
43,4,7.2050037
32,2,7.1459846
62,4,7.0501227
61,2,6.6846118
47,5,6.1527328
44,3,6.9631901
33,5,7.0508509
57,4,7.9669337
39,3,7.0900769
62,5,7.967145
32,3,3.6888795
56,4,6.6846118
30,5,7.0508509
32,2,7.3753495
37,3,6.8599086
52,4,7.6009026
49,5,7.7439198
35,2,6.2146082
41,1,6.1737862
39,3,6.4738908
48,2,6.9077554
62,2,6.9077554
36,4,7.9669337
38,2,6.9631901
43,1,6.7959628
48,5,7.0996394
26,3,6.5847912
52,2,7.3901815
60,4,6.4614682
22,3,6.5674176
62,2,5.1761498
30,4,6.9454942
59,3,6.6338444
23,2,7.0900769
48,3,6.2513256
27,2,6.089045
54,2,7.2050037
38,3,6.9800758
66,3,6.5708828
26,3,6.8023949
24,3,7.130899
27,2,6.5847912
58,2,6.6450911
45,5,7.967145
42,5,7.1754899
38,4,7.7014399
53,5,7.967145
33,2,6.9077554
50,4,6.7452364
54,3,7.5616417
28,2,6.1333981
44,3,7.0030656
42,4,6.3969297
37,4,7.410347
57,2,7.3991594
58,4,7.967145
23,3,5.9914646
30,4,6.4222398
34,5,7.3382382
45,3,7.6746173
50,3,4.9052749
28,3,6.3577037
51,4,7.8981509
34,4,6.6450911
45,4,7.6569896
49,2,7.0508509
36,2,7.2605224
54,5,7.4558768
33,4,7.0508509
23,3,6.4417439
50,3,7.0900769
51,4,7.1461658
54,4,6.1753683
45,2,6.64539
37,1,5.8861041
41,1,6.3456364
47,3,7.130899
32,3,6.3969297
72,5,7.5616417
44,2,7.0900769
32,5,7.7100978
38,5,7.967145
56,5,7.456316
52,2,5.9188938
73,1,6.4222398
46,1,7.377759
46,5,6.8801785
58,2,6.7631688
55,4,6.3969297
55,1,7.0501227
41,1,6.5722823
48,2,6.4614682
49,2,7.1340938
34,2,6.9077554
43,2,6.4828625
39,1,6.0402546
60,2,6.9994226
41,1,6.9517722
39,1,6.9565454
53,3,6.9517722
32,4,6.9674664
45,5,7.4558768
37,2,7.967145
38,4,6.9268026
53,3,6.5532637
55,4,7.1461658
37,3,6.905252
37,4,7.4558768
31,3,6.856462
50,2,7.5616779
51,3,6.5510802
37,4,7.0508509
46,2,6.0282784
32,2,7.0508509
58,3,6.8669333
40,4,6.7631688
51,2,6.8276291
49,4,6.64539
30,3,4.7874918
43,4,6.363028
26,4,7.3132205
34,3,7.4181809
29,3,6.5687799
29,4,6.6200733
35,2,6.3099184
23,3,6.6547966
22,2,5.7037826
62,3,7.5115247
33,4,7.2739944
60,5,7.967145
22,4,7.115387
27,2,6.5940852
41,5,7.1754899
44,3,6.868526
54,2,6.4599047
21,1,6.1580377
38,2,6.0161572
26,4,6.5624442
65,5,7.456316
31,4,6.5820251
41,3,6.3526292
28,3,6.3561077
43,3,6.64539
59,4,6.9000254
59,3,6.5687799
26,3,6.3279366
62,3,6.6338444
25,3,5.9610052
24,4,6.2878585
64,2,7.130899
44,2,6.8619208
22,3,5.5782194
64,5,6.7627296
21,1,6.8200164
40,2,6.3969297
26,4,6.4377518
24,2,5.8066397
50,2,7.63868
63,3,7.967145
52,4,7.5616417
21,2,6.3969297
46,2,6.2728772
48,1,6.3456364
51,2,7.2048926
53,5,7.3385372
28,2,6.4665337
25,3,6.868526
52,1,7.0066953
41,5,7.967145
42,5,7.3382382
53,5,7.0996394
29,2,7.0447307
40,5,5.8988285
62,3,6.8023949
50,2,7.2605224
43,2,7.8632669
53,5,7.2331738
24,3,6.0867748
49,3,7.2739944
30,4,6.2989492
25,2,3.5553482
39,3,7.130899
32,4,6.6846118
26,4,7.3165483
35,2,6.0161572
34,3,7.3991594
60,4,7.967145
66,4,5.817111
24,4,6.288713
55,4,6.7627296
70,2,6.1224928
59,2,5.659482
37,1,7.2278075
43,5,7.456316
45,5,7.967145
30,3,7.130899
58,2,7.0508509
34,4,6.6450911
37,4,7.8240461
36,5,6.5172725
41,4,7.967145
30,2,7.1701198
40,4,7.3385372
32,5,6.4377518
50,4,7.967145
61,4,7.3385372
34,4,7.130899
73,2,5.857933
24,4,6.2878585
30,1,6.6450911
37,5,7.5616417
43,3,6.9631901
62,4,6.5593319
39,2,6.8277049
56,1,6.6200733
47,3,6.8230143
41,1,7.2850471
46,2,6.2915692
30,1,6.4769726
45,2,5.9188938
26,4,7.3385372
53,1,6.6200733
26,1,7.3382382
59,1,7.0153532
23,2,6.4193435
21,2,5.8289456
30,2,6.5792513
57,1,6.2146082
21,2,6.0402546
65,3,6.7844572
44,2,7.63868
43,2,6.1737862
51,2,7.4465852
67,2,5.3327188
60,3,6.2025356
44,2,5.9914646
26,2,6.4232469
29,4,6.5624442
38,3,6.7631688
24,3,6.5147128
55,3,7.4558768
57,3,7.3626451
42,5,7.967145
31,2,7.1106963
44,1,6.4134588
37,1,6.1765738
53,3,6.3969297
35,4,6.363028
22,3,6.4101748
62,2,7.3498735
58,1,6.64539
58,2,7.3382382
35,2,5.6698809
57,1,6.7334018
46,3,7.967145
27,3,5.2111239
37,1,6.8276291
71,3,7.9262414
45,2,7.63868
38,3,5.6698809
61,5,7.3382382
54,3,7.0900769
54,4,7.4558768
47,3,6.779922
30,2,5.9401712
33,4,7.20786
52,3,6.5792513
41,2,7.6009026
44,2,7.967145
46,2,7.426549
28,4,7.8240461
45,2,4.4998097
22,2,5.8861041
23,2,6.4216223
40,2,5.776103
28,1,5.9914646
27,1,6.9077554
33,1,5.9914646
35,1,6.3456364
62,3,7.2442274
52,2,5.9776192
22,2,5.7807436
55,3,7.967145
36,3,6.5400195
31,2,6.5847912
39,3,7.3460102
39,2,6.779922
40,2,6.5400195
45,3,6.8660998
40,3,7.2331738
