age,educ,logearn
36,4,7.6293392
48,5,7.5616417
42,4,6.4101748
46,5,7.967145
34,5,7.130899
28,5,7.456316
48,5,7.967145
33,5,6.9631901
40,4,7.5208578
40,2,6.3099184
55,2,5.6204009
45,2,7.5812097
33,3,7.2442274
33,2,7.967145
31,4,6.3561077
43,2,6.8023949
52,2,6.7844572
58,2,6.856462
43,1,7.8240461
63,4,6.5652652
32,3,5.3278761
28,3,6.8023949
45,2,7.967145
56,5,7.2737865
60,2,6.1737862
56,4,7.0900769
53,2,6.6700816
34,4,6.3969297
45,4,7.9669337
37,4,7.2739944
25,2,6.5792513
54,3,7.967145
40,3,7.7440023
43,5,7.3382382
55,4,6.3577037
47,5,6.2915692
49,1,7.967145
48,4,6.1737862
33,2,6.1753683
64,2,6.288713
65,5,7.0508509
54,3,7.3460102
39,5,6.3561077
39,2,6.3577037
35,3,6.64539
46,2,7.2739944
54,4,7.3524413
42,2,7.7437034
26,5,6.9631901
35,3,7.58148
64,5,7.967145
26,4,6.4377518
58,2,6.9450512
51,4,5.7290926
34,3,7.7437034
62,3,7.130899
42,4,6.3577037
43,2,6.253829
46,2,5.9914646
25,2,5.95223
56,3,6.5510802
75,5,7.5616779
59,2,7.967145
51,4,7.3132205
24,2,3.6888795
47,2,6.1737862
30,1,5.9914646
75,5,7.3385372
71,3,4.6051702
45,4,7.967145
67,2,6.3969297
33,2,7.30586
39,3,6.09131
41,4,7.1459846
55,1,6.3577037
32,2,5.8468723
35,1,6.3279366
43,3,7.7439027
41,2,7.5812097
49,4,6.2915692
52,2,6.6450911
51,3,7.2050037
45,2,6.252347
49,2,7.3873253
65,4,5.7037826
37,3,7.3632288
36,2,6.0520892
29,1,5.521461
32,4,7.0508509
59,2,6.3577037
57,2,6.9000254
42,3,6.4834743
56,4,6.7742238
38,2,6.0919886
29,3,7.6569896
29,4,6.3577037
53,3,6.64539
32,3,5.6645565
66,2,5.2983174
58,4,7.2737865
42,4,6.5117455
28,3,7.5616779
45,1,6.8134446
48,5,7.967145
52,2,5.7037826
28,2,6.1737862
47,2,6.8679743
38,4,6.5118494
41,5,7.967145
67,4,7.7848229
59,3,6.868526
48,2,6.9847164
59,2,7.2048926
31,1,6.5510802
60,4,5.2149358
43,3,6.5400195
30,2,6.4769726
36,3,5.7170277
70,2,7.410347
29,2,6.2146082
68,4,7.967145
29,2,7.967145
29,2,6.5118494
37,2,7.3677087
54,3,6.7631688
55,5,7.8632669
68,3,6.64539
39,4,7.2048926
40,5,7.967145
59,4,7.967145
29,4,7.3460102
51,5,7.8981509
52,5,6.9631901
31,4,7.377759
28,4,7.2723985
27,4,7.3385372
54,2,6.6200733
22,3,6.8669333
28,3,6.9077554
61,1,6.3566284
39,1,6.49224
50,4,7.7437034
39,1,6.5792513
29,2,6.1345472
25,1,5.8861041
31,1,5.9914646
44,4,6.2915692
54,4,6.8679743
30,5,7.2739944
55,5,7.5616779
22,4,4.6051702
42,4,7.967145
30,4,6.3153582
42,4,7.2050037
35,1,5.7037826
42,2,6.7627296
38,3,7.0085053
59,5,7.1989312
57,2,6.5940852
59,5,7.6568103
56,2,6.2878585
28,1,6.1753683
59,3,6.6846118
35,1,6.3207684
22,3,6.2146082
55,3,5.8464389
42,2,6.64539
28,1,5.9914646
48,1,5.8066397
44,2,6.3279366
26,2,6.2146082
49,2,5.5955658
32,5,7.3382382
30,2,6.3561077
64,3,7.2739944
63,4,7.967145
56,4,7.5616779
70,3,6.1092477
40,4,6.9631901
61,3,5.0106354
57,3,6.0291939
43,3,6.5861716
28,2,6.4828625
59,3,7.7440023
61,5,7.967145
72,5,7.2739944
53,4,7.8477626
44,4,7.5103869
22,3,5.0498562
23,3,6.2146082
34,3,5.3290892
51,1,6.6333184
52,4,6.3577037
46,3,5.9681959
47,4,7.130899
52,3,6.6450911
49,1,6.3885612
43,5,7.5616779
61,5,6.64539
59,2,7.6778636
50,1,6.6333184
53,3,7.0210838
36,2,6.3456364
28,1,6.0867748
46,1,6.5400195
46,4,7.6255951
55,3,6.5191474
66,2,7.0030656
56,4,5.8289456
29,4,6.9077554
49,4,7.8079166
64,1,6.6846118
23,2,6.0867748
58,1,6.1737862
61,1,5.7639365
54,3,6.5400195
61,4,7.6386414
33,5,7.6927066
42,4,6.9638424
25,3,6.3969297
26,3,4.7874918
33,4,6.9077554
41,3,6.9638424
38,3,7.1420364
53,3,6.1245084
39,3,6.0008702
47,4,7.967145
50,5,6.7229304
22,4,5.7037826
50,2,6.5792513
62,3,6.6200733
59,3,6.7684932
48,4,7.5616779
35,3,7.2513452
47,2,3.9120231
49,2,7.0169506
44,5,7.456316
44,3,7.0508509
63,3,6.868526
33,1,5.521461
35,4,5.4413781
41,3,6.1224928
46,1,6.4222398
33,2,5.9914646
37,3,7.0166097
34,2,6.8276291
30,4,6.9077554
39,5,7.2723985
26,4,6.7165947
28,4,5.5955658
33,4,7.5616417
48,2,6.7631688
46,4,7.3991594
39,4,7.2050037
43,5,7.967145
29,4,6.3577037
65,5,7.2739944
52,1,5.9914646
58,3,6.9077554
28,3,6.3969297
58,4,7.3385372
23,4,6.3604383
70,2,4.4402957
71,4,7.967145
38,3,7.4223738
27,2,6.4853983
53,4,7.967145
51,4,7.4451432
53,5,7.967145
41,3,6.6684823
46,5,7.6569896
33,5,7.4558768
48,5,7.0508509
69,1,5.480639
56,4,7.967145
55,3,6.7405195
50,5,7.7440023
21,3,5.8861041
34,4,7.967145
33,2,7.4940963
53,4,7.7012
57,4,7.967145
55,3,7.130899
30,2,5.8861041
44,3,6.49224
39,4,7.967145
58,2,6.6200733
53,2,6.1737862
29,4,6.5118494
43,4,7.3753495
38,4,7.4782996
53,3,7.4123535
64,2,7.0900769
28,3,6.182085
51,3,6.2146082
27,4,7.1098795
52,3,7.0833879
64,5,6.8023949
25,2,5.4930615
54,5,7.3626451
57,5,7.967145
34,3,6.9638424
53,2,6.8277049
29,3,5.9401712
26,1,6.1092477
38,4,7.3385372
62,2,7.3991594
50,4,7.3632288
50,2,6.9077554
39,5,6.5510802
58,1,5.2574954
47,3,6.0475378
59,3,7.0836396
46,2,6.9565454
71,5,6.0372739
67,2,7.5103869
46,2,6.5413184
52,4,7.6962128
64,5,7.6528921
42,2,7.1760173
28,2,6.8679743
32,2,6.182085
40,4,7.3382382
74,4,3.4388142
48,1,6.2146082
30,3,6.4222398
50,4,6.9077554
23,2,6.2915692
39,2,6.7334018
30,2,7.0673795
32,3,6.8276291
36,5,7.0508509
33,4,7.3003106
33,2,6.2146082
53,2,7.2870474
57,2,6.6846118
55,2,6.5395861
66,3,5.5984221
51,3,7.2870474
44,3,7.2870474
37,4,7.456316
53,3,7.0166097
39,3,5.768321
24,2,6.252347
35,3,6.2802272
54,2,7.6009026
45,4,7.3991594
72,4,5.0434251
48,5,7.967145
62,5,7.3395376
39,4,7.7848229
69,2,4.6539602
48,4,7.5616779
48,2,7.0387836
53,4,6.9818602
41,3,7.2050037
22,4,5.7897153
52,3,6.9077554
28,3,7.0673199
43,3,7.2050037
54,4,7.6478577
49,3,6.6846118
51,4,7.967145
37,4,7.1228666
26,2,7.3105502
38,4,6.868526
45,3,6.868526
61,2,6.6200733
48,3,7.6381984
54,2,7.1546154
45,3,7.1546154
35,2,6.5792513
33,2,5.9401712
44,3,6.9077554
23,4,6.5220928
54,1,6.338594
36,1,7.0900769
64,3,5.9914646
41,3,6.3099184
30,2,6.0867748
45,3,6.3577037
57,4,6.1737862
34,3,6.4614682
28,3,7.130899
39,2,6.9077554
55,3,7.377759
41,5,7.3987861
24,2,6.2146082
23,3,6.5834093
53,3,6.7177081
35,3,6.9077554
64,4,6.0565968
46,1,7.377759
50,2,6.2146082
38,3,6.9077554
34,2,5.857933
24,3,7.0561752
48,2,6.8243737
68,2,5.7037826
32,3,6.1737862
47,2,5.9914646
36,2,6.8483238
41,3,6.3885612
55,2,6.8277049
46,2,6.1535835
59,2,6.5792513
44,1,6.6333184
53,5,6.8277049
39,4,6.5220928
22,3,5.56498
56,5,7.2956128
32,2,6.868526
46,4,7.8240461
26,3,6.8785839
42,2,7.0900769
67,5,6.9077554
25,4,6.5118494
30,2,7.0508509
50,5,6.868526
62,5,7.967145
61,2,6.0116591
67,5,7.2737865
45,2,6.7569323
28,1,5.9914646
25,2,6.9077554
27,2,6.9077554
43,4,6.8729153
51,5,7.5208578
50,2,6.252347
30,2,5.768321
65,5,7.2930179
35,5,6.5510802
55,3,7.20786
43,3,7.7012
32,4,7.4782996
39,3,7.0508509
38,4,7.3385372
41,2,6.3099184
56,4,7.4529824
72,5,7.3382382
52,3,6.2146082
30,5,6.7631688
44,5,7.967145
30,4,7.1588097
67,3,5.8215656
61,4,7.0508509
59,3,6.2728772
38,2,6.64539
25,4,6.1345472
32,4,7.0508509
43,5,7.3991594
60,4,7.0508509
23,4,6.7631688
50,4,5.8861041
29,3,6.9638424
41,3,6.3561077
30,2,6.0038872
70,5,7.2048926
39,3,6.6200733
44,3,6.8277049
45,3,6.5400195
56,3,6.4377518
31,3,6.7631688
61,2,7.377759
53,2,6.6200733
34,3,6.2146082
39,2,7.3987861
49,4,6.2869287
30,1,6.1135054
50,4,6.7912216
57,3,6.9077554
44,3,7.967145
27,2,7.2331738
63,2,6.3969297
48,1,6.5510802
53,1,6.8023949
49,3,7.4383836
31,3,6.7334018
64,4,7.6103578
66,1,6.4956279
34,2,5.6629605
47,2,7.5785036
24,1,6.6846118
37,2,6.533062
55,2,6.6834483
29,3,6.5940852
24,3,5.971262
56,2,6.6933236
41,3,6.3577037
36,3,6.9469762
54,5,6.2146082
23,3,6.1737862
32,3,6.2146082
41,2,6.9077554
31,4,6.5220928
34,2,7.2723985
45,2,6.6200733
75,5,3.9120231
56,2,6.5792513
30,2,6.2915692
55,5,7.130899
52,5,7.2739944
49,2,7.2930179
52,4,6.9631901
25,5,6.5117455
55,2,6.4769726
55,4,6.856462
23,2,5.7525725
40,2,6.2766433
66,5,7.130899
56,5,6.868526
39,5,7.3132205
57,2,7.2331738
50,2,6.9077554
48,3,7.967145
34,3,6.3587084
64,3,6.8276291
57,4,6.8023949
37,5,7.7440023
57,5,7.6569896
57,4,7.967145
50,5,7.967145
58,1,6.5510802
33,2,7.2793188
40,4,7.967145
60,2,7.5026278
38,2,6.6437898
40,5,7.6568103
38,4,7.2050037
41,5,7.5098829
63,5,6.868526
30,4,6.5220928
60,5,5.9914646
35,5,7.5616679
34,1,6.3099184
32,2,6.9077554
50,4,6.5220928
44,3,7.6478577
29,2,6.3969297
67,1,6.6846118
63,5,7.9669337
52,5,7.4798641
44,5,7.4802704
30,4,7.5755849
55,4,6.7406964
61,2,7.0340443
23,2,5.4722705
44,3,7.5616779
36,4,7.8430915
27,5,7.1612029
28,3,7.0030656
47,5,7.967145
26,4,7.3991594
55,2,7.3132205
30,3,6.3969297
64,2,6.4769726
24,3,6.1737862
56,5,7.7437034
37,3,6.6941781
51,4,6.8679743
43,4,6.7631688
56,3,5.5955658
59,5,7.967145
66,5,6.5118494
34,1,7.0255384
59,5,6.8679743
65,4,7.7621708
53,2,6.9631901
37,3,6.9772816
35,5,7.2739944
25,5,6.288713
61,4,7.967145
44,5,7.456316
57,3,7.967145
57,2,6.5220928
40,4,6.3279366
63,1,6.09131
54,2,6.2146082
50,5,7.3987861
52,2,6.7338543
59,4,7.0833879
58,3,6.7107668
33,4,7.6569896
40,3,6.9638424
44,3,6.868526
47,5,7.2331738
50,2,6.7569323
52,2,6.7569323
36,2,7.2739944
65,4,7.130899
49,4,7.967145
22,3,5.8861041
38,2,6.3099184
50,3,7.5516281
54,4,6.4707994
38,2,6.5147128
30,2,6.5090671
28,3,5.220356
45,5,7.967145
33,3,5.9401712
24,4,7.2048926
36,1,6.1753683
41,4,7.5616779
35,5,7.967145
54,5,7.3991594
45,5,7.3132205
53,4,6.779922
43,2,6.3279366
49,4,7.967145
53,5,6.9995594
44,3,7.3991594
66,5,6.5674176
29,3,5.4302225
39,5,7.5616779
40,2,7.0508509
60,2,5.6645565
42,5,7.5616417
56,3,6.9450512
25,3,5.0814042
24,4,6.5510802
27,2,5.9506426
27,4,7.6304612
47,5,7.9550743
36,1,7.6157908
71,4,7.2737865
48,3,6.3969297
53,5,7.260572
50,3,6.7244334
34,4,7.5616779
28,3,6.8341088
55,4,7.3385372
56,4,7.967145
52,1,5.894403
45,1,5.7838254
41,5,7.5616417
35,5,7.0508509
53,2,6.9077554
23,3,6.0958247
34,2,6.1633148
30,4,6.6941781
25,5,6.5792513
54,2,5.521461
45,3,7.967145
63,2,6.6846118
29,2,5.768321
62,2,7.1608458
46,3,6.6066504
59,4,7.2739944
43,4,7.967145
49,2,6.9481292
57,2,6.9469762
49,2,6.8277049
41,5,7.5616417
38,4,7.3132205
27,3,6.5510802
50,4,7.0169506
50,2,5.4293456
43,2,6.3969297
32,2,6.3969297
22,3,5.1451664
49,3,7.2048926
51,3,7.2406497
56,2,6.3561077
54,3,6.2146082
25,3,5.2983174
55,2,7.3620105
56,4,7.5103869
55,2,6.7362552
41,4,7.7440023
57,3,7.967145
54,4,7.2737865
71,3,5.9506426
62,5,5.9914646
51,4,7.7440023
53,3,6.9077554
27,4,6.8277049
58,3,7.2050037
53,4,7.7440023
47,3,7.5098829
30,5,6.8883276
36,4,7.5616779
31,2,6.4738908
35,2,6.3288293
46,4,6.9077554
44,1,6.7031879
52,4,7.967145
57,3,6.6846118
52,3,7.5103869
26,4,5.4413781
49,2,6.3577037
61,3,7.3385372
40,4,6.8277049
44,3,7.7848229
26,4,7.130899
38,5,6.6941781
40,2,7.130899
50,4,7.9669337
51,3,6.8243737
26,1,5.9914646
33,4,6.6941781
56,2,6.5118494
70,2,5.8468723
61,3,5.4116459
58,3,6.5117455
66,3,5.768321
38,2,6.5792513
73,2,7.3581939
46,2,6.5510802
27,2,6.3279366
31,2,6.3279366
47,4,7.2723985
37,3,7.3901815
24,3,6.3969297
30,5,7.130899
41,3,6.9113488
46,2,7.0833879
48,2,6.4297194
22,3,5.7990928
48,5,7.967145
45,4,6.8023949
21,3,6.4216223
27,2,6.3279366
23,3,6.6846118
43,4,7.2406497
59,4,6.7631688
35,2,6.2146082
48,4,6.7742238
55,1,6.6066504
45,2,6.7223411
26,4,5.2983174
27,3,7.377759
62,1,4.3427658
23,2,6.7334018
37,4,5.768321
53,5,6.868526
43,4,7.2050037
38,4,6.6450911
28,5,7.130899
27,4,7.3987861
32,4,7.0501227
58,3,7.6104717
34,3,7.2555633
60,5,7.0188494
27,4,7.130899
31,4,7.4558768
47,4,7.5616779
62,1,7.0210838
25,3,6.8679743
56,4,6.8483238
46,5,7.5103869
21,3,4.3820267
36,4,7.2537961
40,2,5.95223
49,5,7.967145
44,3,7.0508509
60,1,6.5147128
34,3,6.5400195
31,4,7.130899
39,2,6.5847912
27,4,6.4520488
23,2,5.7037826
49,2,7.5098829
43,3,6.3904924
29,2,6.8023949
55,2,6.9454942
52,3,6.9631901
23,2,6.1737862
56,4,7.1608458
22,2,5.9914646
22,2,5.9914646
55,5,7.6569896
75,2,3.6323092
35,4,5.2182455
56,2,5.738184
48,2,5.1357985
38,4,5.2983174
68,3,7.967145
45,3,6.5792513
31,2,7.130899
31,3,7.8240461
23,3,6.5147128
52,2,7.967145
26,3,6.1737862
23,2,5.7235851
29,2,5.9401712
49,3,6.2154078
63,3,5.6347895
38,2,5.2983174
64,5,7.967145
37,4,6.5356913
67,5,7.4986205
66,3,7.0169506
55,3,7.0833879
38,2,4.6249728
38,1,6.2146082
52,2,6.5792513
59,2,6.6227365
28,2,7.045341
23,3,6.1202974
32,1,5.6392441
61,1,6.2614918
57,4,7.5971456
58,5,6.7627296
50,3,6.3969297
43,4,6.363028
35,4,7.5103869
29,5,7.3385372
28,2,6.0402546
68,2,5.5606818
43,5,7.8691645
61,3,7.0508509
27,2,5.6645565
27,3,4.5767708
48,4,6.64539
57,2,6.8023949
21,2,5.9914646
44,3,7.0845618
37,4,7.6009026
27,4,7.0210838
25,4,4.9258032
45,2,7.5755849
57,5,7.5968943
55,2,6.6227365
63,4,7.2283883
31,4,6.2146082
29,3,7.3752556
52,3,6.8997231
45,3,5.7037826
52,4,6.7334018
34,1,6.5510802
30,1,6.1114674
32,2,6.6333184
26,3,5.9914646
56,2,6.5118494
30,5,6.8679743
52,3,7.3259587
30,3,7.0508509
37,5,6.8277049
58,3,6.3902407
26,3,6.7093043
27,3,6.7093043
51,4,7.58148
45,2,5.7037826
61,5,7.6569896
21,3,4.5406318
43,2,6.8066525
55,4,7.9263244
34,2,6.5220928
23,3,5.6237288
63,5,7.967145
48,3,7.0632195
31,2,6.2146082
28,3,6.7093043
50,3,6.6200733
49,5,6.868526
41,3,6.7361598
59,2,6.6846118
49,1,6.6333184
21,3,3.5553482
22,3,4.6821313
35,2,6.5510802
52,3,7.0518556
33,1,5.521461
64,3,6.0282784
44,4,6.6846118
25,3,6.5132303
47,2,6.753438
55,4,5.9914646
53,2,6.1984787
60,3,6.4457197
23,2,6.0402546
32,5,7.3385372
55,4,7.6568103
28,2,6.0402546
43,1,6.3969297
38,5,6.9454942
70,4,5.8464389
61,3,6.3279366
51,4,7.5812097
36,3,6.5510802
41,2,5.5887456
45,3,7.0900769
46,2,6.9077554
45,4,6.8752322
61,3,6.288713
62,2,4.9305816
46,3,5.8289456
60,3,7.0900769
27,3,7.130899
51,3,6.4710317
21,1,7.6009026
48,2,6.7631688
44,2,6.3969297
70,4,5.2108512
30,2,6.4828625
32,4,5.8289456
49,2,6.5400195
65,4,6.4167323
68,3,5.9661469
58,4,7.130899
26,4,5.2983174
55,2,7.3132205
41,4,7.3132205
27,1,6.1345472
36,2,6.9469762
38,3,5.5114107
25,3,6.5132303
27,4,6.2146082
51,4,7.4451432
53,4,7.9655457
44,2,6.5674176
54,2,6.9077554
25,2,5.9914646
33,4,6.5117455
44,4,7.5098829
57,2,4.7874918
62,2,6.2146082
33,1,3.6888795
22,3,5.9269261
64,3,5.768321
41,2,6.3329244
40,1,6.9275579
33,1,5.95223
63,4,6.5666723
39,4,7.967145
37,3,6.8543544
66,4,7.2240248
62,2,6.5940852
31,5,6.4557643
41,5,7.5586734
52,2,7.53122
22,3,6.6066504
32,3,6.954639
59,5,7.0030656
71,2,4.7874918
41,2,6.0291939
28,4,7.3031702
67,5,7.7844734
55,5,6.8679743
24,3,5.857933
21,2,5.6954141
55,2,6.8243737
24,4,7.0836396
50,4,7.558517
31,5,7.0673199
43,4,7.2793188
41,2,7.0996394
28,3,6.8023949
32,4,7.8981509
25,2,6.4815769
23,2,5.9506426
65,4,7.377759
22,2,6.4173856
55,5,6.868526
33,3,5.3471074
49,2,6.9077554
27,5,7.495542
28,3,7.0849385
28,3,6.0867748
53,2,7.377759
22,4,6.1737862
48,2,6.3969297
29,5,6.9077554
48,1,6.1737862
33,2,6.8679743
27,2,6.6846118
52,4,7.3382382
38,2,7.3065314
54,5,7.5616779
56,3,7.967145
40,1,6.0014148
52,4,7.967145
65,3,7.2723985
50,1,6.5220928
35,3,6.5510802
53,5,7.130899
57,1,6.0867748
55,2,6.856462
28,4,6.9077554
54,4,6.2728772
59,2,6.8023949
48,4,7.967145
49,4,7.6569896
55,2,6.5117455
48,2,6.5510802
32,4,7.8006954
45,2,6.9701667
23,2,6.9701667
49,2,6.2246575
42,1,5.8289456
47,4,7.8837628
50,2,6.6846118
55,5,7.9262414
22,2,6.6066504
45,3,7.6009026
56,2,5.9914646
24,4,6.4216223
39,1,6.1303782
29,4,6.5220928
35,3,6.7406964
70,4,7.5616417
59,2,5.2983174
48,4,7.967145
69,2,5.5955658
22,3,6.3969297
59,4,7.967145
30,4,6.2336459
51,2,6.8679743
56,2,7.3132205
34,3,6.856462
48,4,6.7406964
38,4,7.2723985
36,3,6.1737862
44,2,7.6496925
32,2,6.3969297
66,5,7.3132205
54,4,7.7440023
49,4,7.495542
28,5,6.0063534
60,5,7.5616679
50,1,6.5792513
54,4,6.6700816
36,2,6.2146082
32,3,5.358942
65,5,7.467371
22,2,6.0867748
47,1,6.253829
43,4,7.8083229
49,4,7.3382382
24,2,6.8023949
56,2,6.6846118
46,2,5.7897153
35,2,6.5510802
51,2,7.2331738
32,2,7.5208578
53,2,6.3969297
21,3,6.4676986
28,4,6.7811713
54,3,6.3279366
35,3,6.6846118
74,5,7.5616417
53,2,6.50279
33,3,6.6509256
68,5,7.1546154
53,4,6.6862354
45,3,6.3969297
23,2,5.7037826
49,3,7.2327332
57,3,6.9208689
21,2,5.2983174
61,1,5.9914646
49,3,5.9269261
56,5,6.6941781
50,4,7.0508509
26,5,6.9077554
41,4,7.0501227
30,2,6.1135054
31,4,7.1388669
43,5,7.967145
64,5,6.5400195
43,3,7.2050037
28,4,6.0958247
45,4,7.967145
32,2,5.8861041
50,2,6.3969297
37,5,7.967145
21,2,5.2983174
26,4,5.3936276
32,2,6.3969297
27,2,5.8066397
30,1,5.6058021
44,4,7.967145
24,3,5.9914646
28,3,5.9914646
42,3,7.2048926
24,2,6.2146082
28,3,6.3561077
37,4,7.5616417
44,2,7.0030656
31,5,7.8240461
48,4,7.497673
68,4,6.1333981
38,2,4.0430512
52,5,7.7186856
49,4,7.967145
67,1,6.2146082
60,4,6.9077554
29,4,6.4614682
30,4,5.5367041
55,3,7.130899
28,4,7.5098829
60,4,6.9454942
67,3,6.49224
48,2,7.967145
27,3,6.6200733
29,5,7.499805
22,3,6.6592941
28,2,4.3820267
33,2,7.5207763
25,4,7.5098829
29,2,5.4701676
33,5,7.967145
38,2,5.1929569
53,4,7.967145
47,5,7.967145
22,4,7.1701198
54,4,6.9343195
35,2,6.7631688
59,3,7.3694749
27,3,6.2146082
51,5,7.3382382
55,2,6.3969297
69,4,7.967145
44,3,7.967145
40,5,7.0508509
60,4,7.130899
44,4,7.967145
52,4,7.8240461
34,2,6.5132303
50,3,7.7844734
42,2,7.377759
41,3,7.456316
34,4,7.3259587
43,4,7.3132205
27,2,6.2025356
50,2,6.7934661
35,5,7.2331738
63,4,6.7214255
56,5,7.6104717
51,4,7.260572
64,5,6.9454942
31,2,6.9077554
54,4,7.456316
24,3,7.3244901
24,3,6.1312265
24,3,5.8861041
32,4,6.0402546
30,5,7.5616779
56,2,5.7838254
34,1,6.3969297
54,2,7.3694749
63,3,6.7452364
25,4,6.64539
50,5,6.8669333
42,1,5.9401712
37,3,7.456316
47,5,7.967145
51,3,6.4583383
59,3,7.3694749
31,4,4.7874918
52,4,7.8240461
48,4,7.6386414
52,5,7.8980398
36,5,7.967145
63,2,6.8276291
32,2,7.5207763
65,1,6.856462
37,5,7.967145
60,3,6.6846118
43,5,7.967145
35,5,7.5616779
37,4,7.2442274
36,5,7.8980398
47,3,5.6973286
38,4,6.3577037
46,4,7.4558768
58,3,6.9077554
51,2,6.3279366
24,3,6.4361506
61,5,7.6778636
26,3,6.5510802
55,5,7.5908523
55,5,7.8981509
26,3,6.2146082
59,2,6.5117455
58,4,5.9964519
42,4,7.5912361
36,5,7.5912361
23,2,6.8679743
27,2,6.3969297
60,2,6.6846118
64,3,4.9698133
32,2,6.3969297
41,3,7.3132205
44,3,6.9469762
58,2,6.4551988
68,4,7.456316
37,3,5.9914646
69,3,6.8243737
35,4,6.5809164
30,2,7.2737865
39,2,6.8418827
45,2,6.8418827
48,2,6.8418827
49,2,6.8418827
60,2,5.8629208
50,4,5.8289456
32,3,6.0402546
53,2,6.5400195
48,2,6.2146082
32,2,5.1929569
34,2,5.4161005
72,5,7.967145
53,3,6.3969297
23,2,6.5366917
33,3,6.4614682
37,3,7.192934
29,3,4.8283138
58,3,7.6009026
31,2,6.5792513
53,1,5.521461
47,3,7.0900769
49,3,7.5806999
56,1,7.967145
53,2,7.2739944
60,3,7.1853871
57,3,7.2739944
51,2,7.130899
30,5,7.2331738
31,3,6.7684932
34,2,7.3132205
24,2,7.0475173
53,2,7.544332
58,2,7.2914519
24,2,6.0867748
62,2,5.8054361
37,3,7.130899
55,2,6.3577037
36,4,7.2331738
38,4,7.4558768
50,2,6.6200733
37,5,6.9638424
40,3,6.9077554
26,2,5.9506426
30,4,7.3987861
27,4,6.2930493
60,3,6.6846743
25,4,6.9469762
23,3,4.3820267
27,3,6.6689901
28,4,5.1536961
22,2,4.6428514
61,4,6.779922
24,2,6.4614682
35,5,6.8883276
62,4,7.4730692
47,3,7.3132205
32,4,6.868526
32,4,7.115387
53,3,6.868526
49,4,7.2050037
43,4,7.3991594
56,1,6.6720328
48,3,6.0402546
58,3,6.8308744
26,3,6.3121886
40,3,7.967145
48,4,6.9638424
55,3,7.20786
36,3,6.2728772
34,3,7.53122
53,3,7.3132205
47,3,7.3132205
48,4,6.6700816
47,4,7.967145
33,4,7.967145
24,3,6.0867748
37,3,7.8543501
59,5,6.779922
28,4,7.4781699
30,4,6.3577037
50,2,5.9914646
51,1,6.64539
38,4,7.5616417
42,4,7.551187
24,4,6.6463904
47,2,7.3132205
34,3,7.1612029
59,2,6.5220928
28,3,4.6865659
53,3,5.1929569
58,2,7.7319307
36,3,6.9077554
28,4,6.6503696
32,2,6.8243737
58,3,6.9208689
40,2,6.5792513
51,3,5.4161005
36,2,6.1737862
39,3,6.3969297
65,2,6.0161572
63,3,6.3969297
33,5,7.7440023
30,4,7.130899
50,3,7.7439027
35,3,6.3969297
53,2,5.7037826
52,2,7.8837628
26,4,6.9995594
37,5,7.53122
72,2,6.1345472
65,2,7.20786
32,3,6.4377518
25,2,6.5395861
49,2,5.6970935
28,4,7.3132205
55,5,7.9193563
26,3,6.253829
31,5,6.7851467
57,4,5.9338355
47,2,6.7770767
32,2,6.3403592
53,2,6.5147128
53,2,6.3171649
28,2,4.7621741
38,3,6.6846118
33,4,6.7406964
63,2,7.1041441
45,2,6.2298708
30,3,7.3385372
32,2,5.480639
44,2,7.0324478
45,4,6.2265368
42,5,7.130899
27,2,6.9981441
39,4,7.4949918
42,3,7.377759
35,1,7.0900769
42,3,5.9914646
68,3,6.779922
65,3,5.8006067
40,1,7.5065918
38,1,5.4568582
42,2,6.7029428
44,4,7.5496092
51,2,6.8243737
40,3,7.130899
27,4,7.5411525
27,3,5.9914646
40,1,6.1469288
27,4,6.1092477
27,4,6.6970344
25,1,6.3279366
39,4,6.7624984
31,1,6.3456364
48,4,6.9631901
31,5,6.6200733
34,4,6.8276291
31,4,7.4781699
26,2,7.5496092
43,3,6.9045501
35,2,7.967145
49,3,6.3484392
47,2,5.8861041
56,3,6.4614682
27,5,7.6962128
51,2,6.8484297
72,4,6.4048152
27,2,7.3385372
61,3,6.3153582
33,2,7.6304612
35,2,7.4383836
44,2,6.3279366
23,2,6.3969297
55,2,7.3132205
27,5,7.4558768
48,2,7.6162834
33,3,6.6333184
39,3,6.5147128
58,1,5.9506426
42,2,6.9469762
60,2,7.0030656
43,3,6.779922
54,1,5.6698809
23,2,6.9638424
24,2,6.7631688
38,2,5.9914646
45,1,6.2049618
45,3,6.7569323
38,4,7.5414762
35,2,5.7037826
53,4,7.0900769
32,3,7.4338436
38,4,7.21524
28,3,5.9269261
49,4,6.5666723
57,5,6.9450512
53,3,7.456316
28,2,6.5674176
21,3,5.1059456
27,2,6.4614682
53,2,6.1345472
37,5,7.8240461
59,4,7.967145
32,4,7.4500794
29,2,6.8277049
33,5,6.6546679
46,3,6.253829
29,3,6.2728772
50,5,7.967145
47,4,7.7014399
21,2,5.4363823
43,4,7.3385372
59,3,7.632401
37,4,7.2163644
36,2,6.4828625
21,2,5.8826256
65,3,6.9773002
47,3,6.2090931
52,4,7.0900769
24,2,5.2983174
64,3,6.1224928
35,3,6.5985088
22,2,6.0867748
32,5,6.2790842
41,3,7.130899
32,2,6.617403
31,3,6.0758057
27,4,6.8824377
30,4,7.5616779
64,4,7.2442274
60,3,6.8416157
34,2,6.868526
